,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,JobLevel,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative
0,0.7857142857142856,0.0,0.3833493545959058,0.0,0.17857142857142855,0.25,0.2517317225535898,0.0,0.09096633164635082,0.6375460768825698,0.1111111111111111,0.0,0.0,0.025,1.0,0.025,0.0,0.6666666666666667,1.0,0.3333333333333333,0.6666666666666667,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.3095238095238095,1.0,0.9999999999999999,0.04646374805097342,0.3214285714285714,0.0,0.2517317225535898,0.0,1.0,0.16745655608214852,0.0,0.8571428571428571,0.3333333333333333,0.15000000000000002,0.5,0.125,0.06666666666666667,0.6666666666666667,0.3333333333333333,1.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2,0.3333333333333333,0.0,0.9999999999999999,0.04646374805097342,0.5714285714285714,0.75,0.0289752688395421,0.75,0.09096633164635082,0.9646656134807793,0.1111111111111111,0.2857142857142857,1.0,0.125,0.3333333333333333,0.125,0.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,0.4761904761904761,0.0,0.0,0.04646374805097342,0.03571428571428571,1.0,0.2517317225535898,0.5,0.09096633164635082,0.38504476040021063,0.3333333333333333,0.0,1.0,0.325,0.8333333333333333,0.2,0.4666666666666667,1.0,1.0,0.6666666666666667,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.3333333333333333,0.0,0.3833493545959058,0.04646374805097342,0.3214285714285714,0.0,0.2548770967656785,0.0,1.0,0.07019483938915219,0.4444444444444444,0.0714285714285714,0.6666666666666666,0.225,0.3333333333333333,0.15000000000000002,0.0,1.0,0.0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5,0.6666666666666665,0.0,0.3833493545959058,0.04646374805097342,0.25,0.5,0.2517317225535898,0.75,0.09096633164635082,0.16124275934702476,0.3333333333333333,0.1428571428571428,0.0,0.7000000000000001,0.8333333333333333,0.17500000000000002,0.4666666666666667,0.6666666666666667,0.3333333333333333,0.3333333333333333,0.6666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6,0.23809523809523808,1.0,0.3833493545959058,0.04646374805097342,0.35714285714285715,0.25,0.2548770967656785,0.25,1.0,0.25297525013164823,0.2222222222222222,0.6428571428571427,0.3333333333333333,0.125,0.3333333333333333,0.0,0.0,0.0,0.6666666666666667,0.0,0.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7,0.2619047619047619,0.0,0.3833493545959058,0.04646374805097342,0.6071428571428571,0.5,0.2517317225535898,0.25,0.09096633164635082,0.11237493417588204,0.2222222222222222,0.7857142857142857,1.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666667,0.6666666666666667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8,0.3095238095238095,0.0,0.3833493545959058,0.04646374805097342,0.0,0.5,0.2517317225535898,0.5,0.09096633164635082,0.054502369668246446,0.0,0.7142857142857143,0.0,0.25,0.3333333333333333,0.225,0.4666666666666667,0.3333333333333333,1.0,0.6666666666666667,0.6666666666666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.16666666666666669,0.0,0.0,0.04646374805097342,0.2142857142857143,0.75,0.2548770967656785,0.75,0.0,0.6558715113217483,0.1111111111111111,0.1428571428571428,0.3333333333333333,0.15000000000000002,0.3333333333333333,0.15000000000000002,0.06666666666666667,0.3333333333333333,0.0,0.6666666666666667,0.6666666666666667,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
